run_id,map_type,map_name,obstacle_ratio,task_id,start,goal,optimal_length,algorithm,success,path_length,turn_count,expanded_nodes,runtime_ms,collision_free
exp_v1,dao,arena,0.1445,27,"14,2","6,5",9.242641,astar_euclidean,True,9.242641,4,18,0.1289,True
exp_v1,dao,arena,0.1445,27,"14,2","6,5",9.242641,astar_octile,True,9.242641,4,10,0.0896,True
exp_v1,dao,arena,0.1445,27,"14,2","6,5",9.242641,weighted_1.2,True,9.242641,1,9,0.0800,True
exp_v1,dao,arena,0.1445,27,"14,2","6,5",9.242641,improved_ours,True,8.544004,0,9,0.1535,True
exp_v1,dao,arena,0.1445,27,"14,2","6,5",9.242641,ablation_no_adapt,True,8.544004,0,10,0.0911,True
exp_v1,dao,arena,0.1445,27,"14,2","6,5",9.242641,ablation_no_smooth,True,9.242641,1,9,0.1410,True
exp_v1,dao,arena,0.1445,28,"12,13","6,18",8.071068,dijkstra,True,8.071068,1,166,1.0059,True
exp_v1,dao,arena,0.1445,28,"12,13","6,18",8.071068,astar_euclidean,True,8.071068,2,7,0.0739,True
exp_v1,dao,arena,0.1445,28,"12,13","6,18",8.071068,astar_octile,True,8.071068,1,7,0.0721,True
exp_v1,dao,arena,0.1445,28,"12,13","6,18",8.071068,weighted_1.2,True,8.071068,1,7,0.0694,True
exp_v1,dao,arena,0.1445,28,"12,13","6,18",8.071068,improved_ours,True,7.810250,0,7,0.1434,True
exp_v1,dao,arena,0.1445,28,"12,13","6,18",8.071068,ablation_no_adapt,True,7.810250,0,7,0.0714,True
exp_v1,dao,arena,0.1445,28,"12,13","6,18",8.071068,ablation_no_smooth,True,8.071068,1,7,0.1492,True
exp_v1,dao,arena,0.1445,29,"40,31","35,23",10.071068,dijkstra,True,10.071068,1,245,1.4725,True
exp_v1,dao,arena,0.1445,29,"40,31","35,23",10.071068,astar_euclidean,True,10.071068,5,19,0.1595,True
exp_v1,dao,arena,0.1445,29,"40,31","35,23",10.071068,astar_octile,True,10.071068,1,9,0.0909,True
exp_v1,dao,arena,0.1445,29,"40,31","35,23",10.071068,weighted_1.2,True,10.071068,1,9,0.1046,True
exp_v1,dao,arena,0.1445,29,"40,31","35,23",10.071068,improved_ours,True,9.433981,0,9,0.1628,True
exp_v1,dao,arena,0.1445,29,"40,31","35,23",10.071068,ablation_no_adapt,True,9.433981,0,9,0.0891,True
exp_v1,dao,arena,0.1445,29,"40,31","35,23",10.071068,ablation_no_smooth,True,10.071068,1,9,0.1614,True
exp_v1,dao,arena,0.1445,30,"18,23","31,20",14.242641,dijkstra,True,14.242641,2,525,3.3713,True
exp_v1,dao,arena,0.1445,30,"18,23","31,20",14.242641,astar_euclidean,True,14.242641,2,45,0.3800,True
exp_v1,dao,arena,0.1445,30,"18,23","31,20",14.242641,astar_octile,True,14.242641,3,29,0.2613,True
exp_v1,dao,arena,0.1445,30,"18,23","31,20",14.242641,weighted_1.2,True,14.242641,1,14,0.1335,True
exp_v1,dao,arena,0.1445,30,"18,23","31,20",14.242641,improved_ours,True,13.341664,0,14,0.3067,True
exp_v1,dao,arena,0.1445,30,"18,23","31,20",14.242641,ablation_no_adapt,True,13.341664,0,29,0.2685,True
exp_v1,dao,arena,0.1445,30,"18,23","31,20",14.242641,ablation_no_smooth,True,14.242641,1,14,0.2174,True
exp_v1,dao,arena,0.1445,31,"28,24","20,15",12.313709,dijkstra,True,12.313708,1,393,2.4789,True
exp_v1,dao,arena,0.1445,31,"28,24","20,15",12.313709,astar_euclidean,True,12.313708,1,17,0.1569,True
exp_v1,dao,arena,0.1445,31,"28,24","20,15",12.313709,astar_octile,True,12.313708,1,10,0.1080,True
exp_v1,dao,arena,0.1445,31,"28,24","20,15",12.313709,weighted_1.2,True,12.313708,1,10,0.1227,True
exp_v1,dao,arena,0.1445,31,"28,24","20,15",12.313709,improved_ours,True,12.041595,0,10,0.1854,True
exp_v1,dao,arena,0.1445,31,"28,24","20,15",12.313709,ablation_no_adapt,True,12.041595,0,10,0.1029,True
exp_v1,dao,arena,0.1445,31,"28,24","20,15",12.313709,ablation_no_smooth,True,12.313708,1,10,0.2099,True
exp_v1,dao,arena,0.1445,32,"17,45","14,34",12.242641,dijkstra,True,12.242641,2,261,1.7388,True
exp_v1,dao,arena,0.1445,32,"17,45","14,34",12.242641,astar_euclidean,True,12.242641,2,32,0.2672,True
exp_v1,dao,arena,0.1445,32,"17,45","14,34",12.242641,astar_octile,True,12.242641,3,12,0.1209,True
exp_v1,dao,arena,0.1445,32,"17,45","14,34",12.242641,weighted_1.2,True,12.242641,1,12,0.1296,True
exp_v1,dao,arena,0.1445,32,"17,45","14,34",12.242641,improved_ours,True,11.401754,0,12,0.2063,True
exp_v1,dao,arena,0.1445,32,"17,45","14,34",12.242641,ablation_no_adapt,True,11.401754,0,12,0.2029,True
exp_v1,dao,arena,0.1445,32,"17,45","14,34",12.242641,ablation_no_smooth,True,12.242641,1,12,0.3153,True
